Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
The Furious Sea King,WATER,Aqua,3,800,700,"Grand King of the Seven Seas, he's able to summon massive tidal waves to drown the enemy.",,,
The Gift of Greed,,Trap,,,,Your opponent draws 2 cards.,Normal,,
The Grave of Enkindling,,Trap,,,,"You can only activate this card when a monster on your side of the field is destroyed as a result of battle and sent to the Graveyard. You and your opponent each select 1 monster from your respective Graveyards and Special Summon them in Defense Position. Neither monster Special Summoned by this card's effect can change its battle position while it is face-up on the field, except with a card effect.",Normal,,
The Graveyard in the Fourth Dimension,,Magic,,,,"Add 2 ""LV"" monsters from your Graveyard to your Deck and shuffle it.",Normal,,
The Gross Ghost of Fled Dreams,DARK,Fiend,4,1300,1800,"This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.",,,
The Hunter with 7 Weapons,EARTH,Warrior / Effect,3,1000,600,"When this card is Normal Summoned, declare 1 Type of monster. When battling that Type of monster, increase the ATK of this card by 1000 points during Damage Calculation.",,,
The Illusory Gentleman,DARK,Spellcaster,4,1500,1600,"Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times commits crimes.",,,
The Immortal Bushi,DARK,Warrior / Effect,3,1200,600,"While this card is face-up on the field, it cannot be Tributed, except for the Tribute Summon of a Warrior-Type monster. During your Standby Phase, if this card is in your Graveyard and all the monsters in your Graveyard are Warrior-Type: You can Special Summon this card. You must also control no monsters to activate and to resolve this effect.",,,
The Immortal of Thunder,LIGHT,Thunder / Flip / Effect,4,1500,1300,"FLIP: Increase your Life Points by 3000 points. When this card is sent from the field to the Graveyard, you lose 5000 Life Points.",,,
The Inexperienced Spy,,Magic,,,,Select and see 1 card in your opponent's hand.,Normal,,
The Judgement Hand,EARTH,Warrior,3,1400,700,An all-powerful hand that delivers ruthless attacks.,,,
The Kick Man,DARK,Zombie / Effect,3,1300,300,"When this card is Special Summoned, you can equip 1 appropriate Equip Spell Card from your Graveyard to this card.",,,
The Lady in Wight,DARK,Zombie / Effect,3,0,2200,"Face-up Level 3 or lower Zombie-Type monsters on the field, except ""The Lady in Wight"", cannot be destroyed by battle and are unaffected by Spell/Trap effects. This card's name becomes ""Skull Servant"" while it is in the Graveyard.",,,
The Last Warrior from Another Planet,EARTH,Warrior / Fusion / Effect,7,2350,2300,"""Zombyra the Dark"" + ""Maryokutai""
If this card is Special Summoned: Destroy all other monsters you control. Neither player can Summon monsters.",,,
The Law of the Normal,,Magic,,,,"You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your side of the field. Both players discard all cards in their hands, and destroy all cards on the field except Level 2 or lower Normal Monsters.",Normal,,
The League of Uniform Nomenclature,,Trap,,,,Select 1 face-up Level 2 or lower Normal Monster you control to activate this card. Special Summon as many cards as possible from your Deck with the same name as the selected monster.,Normal,,
The Legendary Fisherman,WATER,Warrior / Effect,5,1850,1600,"While ""Umi"" is on the field, this card is unaffected by Spell effects and cannot be targeted for attacks, but does not prevent your opponent from attacking you directly.",,,
The Light - Hex-Sealed Fusion,LIGHT,Rock / Effect,3,1000,1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monster(s) must be correct. You can Tribute Fusion Material Monsters on the field, including this face-up card; Special Summon 1 corresponding LIGHT Fusion Monster from your Extra Deck.",,,
The Little Swordsman of Aile,WATER,Warrior / Effect,3,800,1300,Offer 1 monster on your side of the field as a Tribute to increase this monster's ATK by 700 points until the end of the turn.,,,
The Mask of Remnants,,Magic,,,,"Shuffle this card into its owner's Deck, OR if this card was put into play by the effect of ""Masked Beast Des Gardius"", this card is treated as an Equip Card. Control of the equipped monster is switched.",Normal,,
The Masked Beast,DARK,Fiend / Ritual,8,3200,1800,"You can Ritual Summon this card with ""Curse of the Masked Beast"".",,,
The Melting Red Shadow,WATER,Aqua,2,500,700,"''This monster melts away to materialize under its enemies, taking them by surprise.''",,,
The Paths of Destiny,,Trap,,,,"Both players toss a coin once. If a player's result is Heads, they gain 2000 Life Points, and if their result is Tails, they take 2000 damage.",Normal,,
The Portrait's Secret,EARTH,Fiend,4,1200,1500,"A portrait cursed by the artist, it is said to bring ill fortune to anyone who owns it.",,,
The Puppet Magic of Dark Ruler,,Magic,,,,Select 1 Fiend-Type monster from your Graveyard. Remove from play monsters on your side of the field whose total Levels exactly equal the Level of the selected Fiend-Type monster. Then Special Summon the selected monster from your Graveyard.,Normal,,
The Regulation of Tribe,,Trap,,,,"Declare 1 Type of monster. Monsters of the declared Type cannot attack. Tribute 1 monster from your side of the field during each of your Standby Phases. If you do not, this card is destroyed.",Continuous,,
The Reliable Guardian,,Magic,,,,Increase 1 face-up monster's DEF by 700 points until the end of this turn.,Quick-Play,,
The Rock Spirit,EARTH,Rock / Effect,4,1700,1000,This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 EARTH monster in your Graveyard. Increase the ATK of this monster by 300 points during your opponent's Battle Phase.,,,
The Sanctuary in the Sky,,Magic,,,,Battle damage to the controller of a Fairy monster from a battle involving that monster becomes 0.,Field,,
The Second Sarcophagus,,Magic,,,,"This card can only be placed on the field by the effect of ""The First Sarcophagus"".",Continuous,,
The Secret of the Bandit,,Magic,,,,"This card can only be activated during Main Phase 1. Select 1 face-up monster on the field. Each time the selected monster inflicts Battle Damage to your opponent's Life Points this turn, your opponent discards 1 random card.",Normal,,
The Selection,,Trap,,,,"Pay 1000 Life Points. Negate the Summon of a monster that has the same Type as a monster on the field, and destroy it.",Counter,,
The Shadow Who Controls the Dark,DARK,Fiend,3,800,700,"A shadow that dwells in the dark, paralyzing its opponents and rendering them harmless.",,,
The Shallow Grave,,Magic,,,,Each player targets 1 monster in their own GY; each player Special Summons the target from their GY in face-down Defense Position.,Normal,,
The Six Samurai - Irou,DARK,Warrior / Effect,4,1700,1200,"At the start of the Damage Step, if this card attacked a face-down Defense Position monster: Destroy that monster. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.",,,
The Six Samurai - Kamon,FIRE,Warrior / Effect,3,1500,1000,"Once per turn: You can target 1 face-up Spell/Trap Card; destroy that target. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. This card cannot declare an attack during the turn this effect is activated. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.",,,
The Six Samurai - Nisashi,WIND,Warrior / Effect,4,1400,700,"While you control a face-up ""Six Samurai"" monster with a different name, this card can attack twice during each Battle Phase. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.",,,
The Six Samurai - Yaichi,WATER,Warrior / Effect,3,1300,800,"Once per turn: You can target 1 Set Spell/Trap Card; destroy that target. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. This card cannot declare an attack during the turn this effect is activated. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.",,,
The Six Samurai - Yariza,EARTH,Warrior / Effect,3,1000,500,"While you control a face-up ""Six Samurai"" monster with a different name, this card can attack your opponent directly. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.",,,
The Six Samurai - Zanji,LIGHT,Warrior / Effect,4,1800,1300,"At the end of the Damage Step, if this card attacked: Destroy the monster this card attacked. You must control a face-up ""Six Samurai"" monster with a different name to activate and to resolve this effect. If this card would be destroyed, you can destroy another face-up ""Six Samurai"" monster you control instead.",,,
The Snake Hair,DARK,Zombie,4,1500,1200,A monster with a head of poison snakes. One look from this monster can turn an opponent to stone.,,,
The Spell Absorbing Life,,Trap,,,,Flip all face-down Defense Position Monster Cards on the field face-up. Flip Effects are not activated at this time. Increase your Life Points by 400 points for each Effect Monster Card on the field.,Normal,,
The Statue of Easter Island,EARTH,Rock,4,1100,1400,A stone monument from Easter Island that launches laser blasts from its rock-hewn lips.,,,
The Stern Mystic,LIGHT,Spellcaster / Flip / Effect,4,1500,1200,"FLIP: Reveal all face-down cards on the field (Flip Effects are not activated), then return them to their original positions.",,,
The Thing in the Crater,FIRE,Pyro / Effect,4,1000,1200,"When this card is destroyed and sent from the field to the Graveyard, you can Special Summon 1 Pyro-Type Monster from your hand.",,,
The Thing That Hides in the Mud,EARTH,Rock,4,1200,1300,''This monster melts its way underground to attack enemies from below.'',,,
The Third Sarcophagus,,Magic,,,,"This card can only be placed on the field by the effect of ""The First Sarcophagus"".",Continuous,,
The Transmigration Prophecy,,Trap,,,,Target 2 cards in the GY(s); shuffle those targets into the Deck(s).,Normal,,
The Tricky,WIND,Spellcaster / Effect,5,2000,1200,You can Special Summon this card (from your hand) by discarding 1 card.,,,
The Trojan Horse,EARTH,Beast / Effect,4,1600,1200,"When Tribute Summoning an EARTH monster, you can treat this 1 monster as 2 Tributes.",,,
The Unfriendly Amazon,EARTH,Warrior / Effect,4,2000,1000,"Tribute 1 of your monsters on the field (excluding this monster) during each of your Standby Phases. If you do not, this card is destroyed.",,,
The Unhappy Girl,LIGHT,Spellcaster / Effect,2,400,300,"While this card is in face-up Attack Position on the field, this card is not destroyed as a result of battle. (Damage calculation is applied normally.) A monster that battled with this card cannot change its battle position, except with a card effect, or attack while this card is in face-up Attack Position on the field.",,,
The Unhappy Maiden,LIGHT,Spellcaster / Effect,1,0,100,"When this card is sent to the Graveyard as a result of battle, the Battle Phase for that turn ends immediately.",,,
The Wandering Doomed,DARK,Zombie,2,800,600,''A monster that wanders the edges of the netherworld.'',,,
The Warrior Returning Alive,,Magic,,,,Target 1 Warrior-Type monster in your Graveyard; add that target to your hand.,Normal,,
The Wicked Avatar,DARK,Fiend / Effect,10,,,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Your opponent cannot activate Spell or Trap Cards until the end of their 2nd turn after this card is Normal Summoned. The ATK and DEF of this card are each 100 points higher than the highest face-up monster's ATK on the field (except ""The Wicked Avatar"").",,,
The Wicked Dreadroot,DARK,Fiend / Effect,10,4000,4000,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. Halve the ATK and DEF of all monsters on the field, except this card.",,,
The Wicked Eraser,DARK,Fiend / Effect,10,,,"This card cannot be Special Summoned. This card cannot be Normal Summoned or Set except by Tributing 3 monsters. The ATK and DEF of this card are each equal to the number of cards your opponent controls x 1000. When this card is destroyed and sent to the Graveyard, destroy all cards on the field. During your Main Phase, you can destroy this card.",,,
The Wicked Worm Beast,EARTH,Beast / Effect,3,1400,700,This face-up card on the field is returned to the owner's hand during the End Phase of your turn.,,,
Theban Nightmare,LIGHT,Fiend / Effect,4,1500,500,Gains 1500 ATK while you have no cards in your hand nor in your Spell & Trap Zones.,,,
Theinen the Great Sphinx,LIGHT,Beast / Effect,10,3500,3000,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by paying 500 Life Points when both ""Andro Sphinx"" and ""Sphinx Teleia"" on your side of the field are destroyed at the same time; then you can Special Summon this monster from your hand or Deck. When this card is Special Summoned, by paying 500 Life Points, increase the ATK of this card by 3000 points until the end of the End Phase.",,,
Thestalos the Firestorm Monarch,FIRE,Pyro / Effect,6,2400,1000,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",,,
Thousand Dragon,WIND,Dragon / Fusion,7,2400,2000,"""Time Wizard"" + ""Baby Dragon""",,,
Thousand Energy,,Magic,,,,Increase the original ATK and DEF of all face-up Level 2 Normal Monsters (except Tokens) on your side of the field by 1000 points until the End Phase. Destroy all Level 2 Normal Monsters on your side of the field during the End Phase.,Normal,,
Thousand Knives,,Magic,,,,"If you control ""Dark Magician"": Target 1 monster your opponent controls; destroy that target.",Normal,,
Thousand Needles,EARTH,Beast / Effect,4,1000,1800,"When this Defense Position card is attacked and if the DEF of this card is higher than the ATK of the attacking monster, destroy the attacking monster at the end of the Damage Step.",,,
Thousand-Eyes Idol,DARK,Spellcaster,1,0,0,"A wicked entity that controls the hearts of men, its thousand eyes are able to see and expand the negative influences in an individual's soul.",,,
Thousand-Eyes Restrict,DARK,Spellcaster / Fusion / Effect,1,0,0,"""Relinquished"" + ""Thousand-Eyes Idol""
Other monsters on the field cannot change their battle positions or attack. Once per turn: You can target 1 monster your opponent controls; equip that target to this card (max. 1). This card's ATK/DEF become equal to that equipped monster's. If this card would be destroyed by battle, destroy that equipped monster instead.",,,
Threatening Roar,,Trap,,,,Your opponent cannot declare an attack this turn.,Normal,,
Three-Headed Geedo,DARK,Fiend,4,1200,1400,A three-headed nocturnal monster that is absolutely ruthless when fighting.,,,
Three-Legged Zombies,DARK,Zombie,3,1100,800,"A pair of friendly skeletons, lean and fat, that travel with extreme difficulty.",,,
Throwstone Unit,EARTH,Warrior / Effect,4,900,2000,Tribute 1 Warrior-Type monster on your side of the field to destroy 1 face-up monster on the field whose DEF is equal to or less than the ATK of this card.,,,
Thunder Crash,,Magic,,,,"Destroy all monsters you control, and if you do, inflict 300 damage to your opponent for each monster destroyed.",Normal,,
Thunder Dragon,LIGHT,Thunder / Effect,5,1600,1500,"You can discard this card; add up to 2 ""Thunder Dragon"" from your Deck to your hand.",,,
Thunder Kid,WIND,Thunder,2,700,600,"This monster stores electricity within his body, and can unleash it with catastrophic power.",,,
Thunder King Rai-Oh,LIGHT,Thunder / Effect,4,1900,800,"Neither player can add cards from their Deck to their hand except by drawing them. During either player's turn, when your opponent would Special Summon exactly 1 monster: You can send this face-up card to the Graveyard; negate the Special Summon, and if you do, destroy it.",,,
Thunder Nyan Nyan,LIGHT,Thunder / Effect,4,1900,800,"If there is a non-LIGHT monster on your side of the field, destroy this face-up card.",,,
Thunder of Ruler,,Trap,,,,During your opponent's Standby Phase: You can activate this card; there is no Battle Phase this turn.,Normal,,
Tiger Axe,EARTH,Beast-Warrior,4,1300,1100,A fast and powerful axe-wielding beast-warrior.,,,
Time Machine,,Trap,,,,"When a monster is destroyed by battle and sent to the GY: Special Summon that monster to the same field it was on, in the same battle position it was in when destroyed.",Normal,,
Time Seal,,Trap,,,,Skip the Draw Phase of your opponent's next turn.,Normal,,
Time Wizard,LIGHT,Spellcaster / Effect,2,500,400,"Once per turn: You can toss a coin and call it. If you call it right, destroy all monsters your opponent controls. If you call it wrong, destroy as many monsters you control as possible, and if you do, take damage equal to half the total ATK those destroyed monsters had while face-up on the field.",,,
Timeater,DARK,Machine / Effect,6,1900,1700,If this card destroys an opponent's monster by battle: Your opponent skips their next Main Phase 1.,,,
Timidity,,Magic,,,,Neither player can destroy Set Spell and Trap Cards on the field until your opponent's next End Phase.,Normal,,
Toad Master,WATER,Aqua,3,1000,1000,"''A hermit frog that has been in existence for thousands of years, it attacks with tadpoles.''",,,
Togex,EARTH,Beast,5,1600,1800,''An agile monster that rolls up to ram its opponents.'',,,
Token Feastevil,,Trap,,,,"When a Token(s) is Special Summoned: Destroy as many Tokens on the field as possible, and if you do, inflict 300 damage to your opponent for each Token destroyed.",Normal,,
Token Thanksgiving,,Magic,,,,Destroy all tokens on the field. Increase your Life Points by the number of tokens destroyed x 800 points.,Normal,,
Toll,,Magic,,,,Each player must pay 500 Life Points to declare an attack.,Continuous,,
Tomozaurus,EARTH,Dinosaur,2,500,400,"Small but vicious, this monster even attacks its own kind.",,,
Tongyo,WATER,Fish,4,1350,800,This monster captures other fish with its long tongue and sucks the energy out of them.,,,
Toon Alligator,WATER,Reptile,4,800,1600,An alligator monster straight from the cartoons.,,,
Toon Cannon Soldier,DARK,Machine / Toon / Effect,4,1400,1300,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. You can Tribute 1 monster; inflict 500 damage to your opponent.",,,
Toon Dark Magician Girl,DARK,Spellcaster / Toon / Effect,6,2000,1700,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control ""Toon World"". If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks. Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's GY.",,,
Toon Defense,,Trap,,,,When an opponent's monster declares an attack targeting a face-up Level 4 or lower Toon Monster you control: You can make the attack a direct attack instead.,Continuous,,
Toon Gemini Elf,EARTH,Spellcaster / Toon / Effect,4,1900,900,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card inflicts battle damage to your opponent: Discard 1 random card from your opponent's hand.",,,
Toon Goblin Attack Force,EARTH,Warrior / Toon / Effect,4,2300,0,"This card cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon Monsters, this card can attack your opponent directly. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.",,,
Toon Masked Sorcerer,DARK,Spellcaster / Toon / Effect,4,900,1400,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card inflicts battle damage to your opponent: Draw 1 card.",,,
Toon Mermaid,WATER,Aqua / Toon / Effect,4,1400,1500,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand), while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",,,
Toon Summoned Skull,DARK,Fiend / Toon / Effect,6,2500,1200,"(This card is always treated as an ""Archfiend"" card.)
Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control ""Toon World"". Cannot attack the turn it is Special Summoned. You must pay 500 LP to declare an attack with this monster. If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks.",,,
Toon Table of Contents,,Magic,,,,"Add 1 ""Toon"" card from your Deck to your hand.",Normal,,
Toon World,,Magic,,,,Activate this card by paying 1000 LP.,Continuous,,
Torike,EARTH,Beast,3,1200,600,"''Although a poor defender, this monster's sharp horn gives it an edge when attacking.''",,,
Tornado,,Magic,,,,Activate only when there are 3 or more cards in your opponent's Spell & Trap Card Zone. Destroy 1 card in your opponent's Spell & Trap Card Zone.,Quick-Play,,
Tornado Bird,WIND,Winged Beast / Flip / Effect,4,1100,1000,FLIP: Return 2 Spell or Trap Cards on the field to their owners' hands.,,,
Tornado Wall,,Trap,,,,"Activate only while ""Umi"" is on the field. While ""Umi"" is face-up on the field, you take no Battle Damage from attacking monsters. Destroy this card when ""Umi"" leaves the field.",Continuous,,
Torpedo Fish,WATER,Fish / Effect,3,1000,1000,"While ""Umi"" is face-up on the field, this card is unaffected by any Spell Cards.",,,
Torrential Tribute,,Trap,,,,When a monster(s) is Summoned: Destroy all monsters on the field.,Normal,,
Total Defense Shogun,DARK,Warrior / Effect,6,1550,2500,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned successfully. This card can attack while it is in Defense Position. If this card attacks while in Defense Position, apply the ATK of this card for damage calculation.",,,
Tour of Doom,,Trap,,,,"During your opponent's Standby Phase, toss a coin. ● Heads: Your opponent cannot Normal Summon or Flip Summon until the End Phase. ● Tails: You cannot Normal Summon or Flip Summon during your next turn.",Continuous,,
Tower of Babel,,Trap,,,,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. If the 4th Spell Counter is placed on this card: Destroy this card, and if you do, the player who activated the Spell Card at that time takes 3000 damage.",Continuous,,
Toy Magician,LIGHT,Spellcaster / Effect,4,1600,1500,"You can Set this card from your hand to your Spell & Trap Zone as a Spell. During the End Phase, if this Set card in your Spell & Trap Zone was destroyed by an opponent's card effect and sent to the GY this turn: Special Summon this card. If this card is Flip Summoned: Destroy Spells and Traps on the field, equal to the number of ""Toy Magicians"" on the field.",,,
Trade-In,,Magic,,,,Discard 1 Level 8 monster; draw 2 cards.,Normal,,
Tragedy,,Trap,,,,When a face-up Attack Position monster(s) your opponent controls is changed to face-up Defense Position: Destroy all Defense Position monsters your opponent controls.,Normal,,
Trakodon,EARTH,Dinosaur,3,1300,800,A tiger-striped dragon that is often seen racing across the wasteland at tremendous speeds.,,,
Transcendent Wings,,Magic,,,,"Send 1 face-up or face-down ""Winged Kuriboh"" you control and 2 cards from your hand to the GY; Special Summon 1 ""Winged Kuriboh LV10"" from your hand or Deck.",Quick-Play,,
Transmigration Break,,Trap,,,,Any cards that would be returned to the Deck from the Graveyard are removed from play instead.,Continuous,,
Trap Dustshoot,,Trap,,,,"Activate only if your opponent has 4 or more cards in their hand. Look at your opponent's hand, select 1 Monster Card in it, and return that card to its owner's Deck.",Normal,,
Trap Hole,,Trap,,,,When your opponent Normal or Flip Summons 1 monster with 1000 or more ATK: Target that monster; destroy that target.,Normal,,
Trap Jammer,,Trap,,,,"When your opponent activates a Trap Card during the Battle Phase: Negate the activation, and if you do, destroy it.",Counter,,
Trap Master,EARTH,Warrior / Flip / Effect,3,500,1100,"FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Trap Card, it is destroyed. If it is a Spell Card, return it to its original position.",,,
Trap of Board Eraser,,Trap,,,,You can only activate this card when an effect that inflicts damage to your Life Points is activated (except Battle Damage). Negate the Effect Damage you receive and your opponent then selects 1 card from his/her hand and discards it.,Counter,,
Trap of Darkness,,Trap,,,,"If your LP is 3000 or less: Pay 1000 LP, then target 1 Normal Trap in your GY, except ""Trap of Darkness""; this card's effect becomes that target's activated effect, then banish that target.",Normal,,
Trap Reclamation,,Trap,,,,"Discard 1 card and chain this card to a Trap Card you activated. Whenever that Trap Card is sent to the Graveyard, return it to its owner's hand.",Normal,,
Treasure Map,,Trap,,,,You can only activate this card in response to the activation of an effect that would return this card from the field to the hand. Draw 2 cards from your Deck and discard 1 card from your hand.,Normal,,
Treeborn Frog,WATER,Aqua / Effect,1,100,100,"Once per turn, during your Standby Phase, if this card is in your Graveyard and you do not control ""Treeborn Frog"": You can Special Summon this card. You must control no Spell/Trap Cards to activate and to resolve this effect.",,,
Tremendous Fire,,Magic,,,,Inflict 1000 points of damage to your opponent's Life Points and 500 points of damage to your Life Points.,Normal,,
Trent,EARTH,Plant,5,1500,1800,"A guardian of the woods, this massive tree is believed to be immortal.",,,
Tri-Blaze Accelerator,,Magic,,,,"Activate only by sending 1 face-up ""Blaze Accelerator"" on your side of the field to the Graveyard. You can send 1 Pyro-Type monster from your hand to the Graveyard to destroy 1 monster your opponent controls and inflict 500 damage to your opponent, but you cannot declare an attack during this turn if you do.",Continuous,,
Tri-Horned Dragon,DARK,Dragon,8,2850,2350,An unworthy dragon with three sharp horns sprouting from its head.,,,
Trial of Nightmare,DARK,Fiend,4,1300,900,This fiend passes judgment on enemies that are locked in coffins.,,,
Trial of the Princesses,,Magic,,,,"Equip only to ""White Magician Pikeru"" or ""Ebon Magician Curran""; it gains 800 ATK. During a turn that the equipped monster destroyed a Level 5 or higher monster by battle, you can Tribute the equipped monster and this card to Special Summon from your hand or Deck: 1 ""Princess Pikeru"" if you Tributed ""White Magician Pikeru"", or 1 ""Princess Curran"" if you Tributed ""Ebon Magician Curran"".",Equip,,
Triangle Ecstasy Spark,,Magic,,,,"Until the end of this turn, the ATK of all ""Harpie Lady Sisters"" currently on the field becomes 2700, your opponent cannot activate any Trap Cards, also negate all your opponent's Trap effects on the field.",Normal,,
Triangle Power,,Magic,,,,Increase the original ATK and DEF of all face-up Level 1 Normal Monsters (except Tokens) on your side of the field by 2000 points until the End Phase. Destroy all Level 1 Normal Monsters on your side of the field during the End Phase.,Normal,,
Tribe-Infecting Virus,WATER,Aqua / Effect,4,1600,1000,Discard 1 card from your hand and declare 1 Type of monster. Destroy all face-up monsters of the declared Type on the field.,,,
Tribute Doll,,Magic,,,,Tribute 1 monster; Special Summon 1 Level 7 monster from your hand that can be Normal Summoned/Set. It cannot attack this turn.,Normal,,
Tribute to the Doomed,,Magic,,,,"Discard 1 card, then target 1 monster on the field; destroy it.",Normal,,
Tricky Spell 4,,Magic,,,,"Send 1 face-up ""The Tricky"" you control to the Graveyard; Special Summon ""Tricky Tokens"" (Spellcaster-Type/WIND/Level 5/ATK 2000/DEF 1200) in Defense Position, equal to the number of monsters your opponent controls. ""Tricky Tokens"" cannot declare an attack.",Quick-Play,,
Triggered Summon,,Trap,,,,Activate only when a monster is Special Summoned to your opponent's side of the field. Each player can Special Summon 1 Level 4 or lower monster from their hand.,Normal,,
Tripwire Beast,EARTH,Thunder,4,1200,1300,This creature attacks with electromagnetic waves.,,,
Trojan Blast,,Trap,,,,Activate only when an opponent's card effect shifts control of a monster from your side of the field to theirs. Destroy that 1 monster and inflict damage to your opponent equal to its ATK.,Normal,,
Troop Dragon,WIND,Dragon / Effect,2,700,800,"If this card is destroyed by battle and sent to the GY: Special Summon 1 ""Troop Dragon"" from your Deck.",,,
Truckroid,EARTH,Machine / Effect,4,1000,2000,When this card destroys an opponent's monster by battle and sends it to the Graveyard: Equip the destroyed monster to this card. This card gains ATK equal to the combined ATK of the monsters equipped to it by this effect.,,,
Tsukuyomi,DARK,Spellcaster / Spirit / Effect,4,1100,1400,"Cannot be Special Summoned. If this card is Normal Summoned or flipped face-up: Target 1 face-up monster on the field; change that target to face-down Defense Position. Once per turn, during the End Phase, if this card was Normal Summoned or flipped face-up this turn: Return it to the hand.",,,
Tualatin,LIGHT,Fairy / Effect,8,2800,2500,"If it is your opponent's Battle Phase, a monster you controlled at the start of this Battle Phase was just destroyed, and all monsters you controlled at the start of this Battle Phase (min. 2) have now been destroyed by battle and sent to the GY: You can Special Summon this card from your hand. If Summoned this way: Choose an Attribute, and if you do, destroy all face-up monsters with that Attribute. Your opponent cannot Normal or Special Summon monsters with that Attribute.",,,
Turtle Bird,WATER,Aqua,6,1900,1700,"An unusual turtle that not only swims at tremendous speeds, but can also sail across the skies.",,,
Turtle Oath,,Magic,,,,"This card is used to Ritual Summon ""Crab Turtle"". You must also offer monsters whose total Level Stars equal 8 or more as a Tribute from the field or your hand.",Ritual,,
Turtle Raccoon,WATER,Aqua,3,700,900,"''A cunning raccoon protected by a solid turtle shell, it attacks with deception.''",,,
Turtle Tiger,WATER,Aqua,4,1000,1500,A tiger encased in a protective shell that attacks with razor-sharp fangs.,,,
Turu-Purun,WATER,Aqua,2,450,500,"A strange, one-eyed monster that can fell an enemy with a single stab of its spear.",,,
Tutan Mask,,Trap,,,,"When a Spell/Trap Card is activated that targets exactly 1 Zombie monster on the field (and no other cards): Negate the activation, and if you do, destroy it.",Counter,,
Twin Long Rods #1,WATER,Aqua,3,900,700,"With whip-like arms, this creature can attack enemies from a distance.",,,
Twin Long Rods #2,WATER,Aqua,3,850,700,An amphibious creature with two whip-like tails.,,,
Twin Swords of Flashing Light - Tryce,,Magic,,,,"Send 1 card from your hand to the Graveyard; equip this card to a monster. It loses 500 ATK, but it can make a second attack during each Battle Phase.",Equip,,
Twin-Headed Behemoth,WIND,Dragon / Effect,3,1500,1200,"During the End Phase, if this card is in the GY because it was destroyed on the field and sent there this turn: You can Special Summon this card, but its ATK/DEF become 1000. You can only use this effect of ""Twin-Headed Behemoth"" once per Duel.",,,
Twin-Headed Fire Dragon,FIRE,Pyro,6,2200,1700,Two dragons fused as one from the effects of the Big Bang.,,,
Twin-Headed Thunder Dragon,LIGHT,Thunder / Fusion,7,2800,2100,"""Thunder Dragon"" + ""Thunder Dragon""",,,
Twin-Headed Wolf,DARK,Fiend / Effect,4,1500,1000,"While you control another Fiend monster, negate the effects of Flip monsters destroyed by battle with this card.",,,
