Name,Attribute,Type,Level,Attack,Defense,Description,Property,Status,Limitation text
Masked Sorcerer,DARK,Spellcaster  / Effect,4,900.0,1400.0,"When you inflict damage to your opponent's Life Points with this card, draw 1 card from your Deck.",,,
Master & Expert,EARTH,Beast,4,1200.0,1000.0,A deadly duo consisting of a beast master and its loyal servant.,,,
Mavelus,WIND,Winged Beast  / Fusion,4,1300.0,900.0,Tyhone + Wings of Wicked Flame,,,
Mech Bass,WATER,Machine,5,1800.0,1500.0,This monster carries a devastating plasma cannon on its powerful back.,,,
Mech Mole Zombie,DARK,Zombie,2,500.0,400.0,This creature attacks by launching missile-like arms.,,,
Mechaleon,WATER,Reptile,2,800.0,600.0,This monster can hide just about anywhere by adopting the colors of its surroundings.,,,
Mechanical Snail,DARK,Machine,3,800.0,1000.0,A cyborg snail that still travels at a slow pace.,,,
Mechanical Spider,EARTH,Machine  / Effect,2,400.0,500.0,Any DARK monster attacked by this card is automatically destroyed. Damage calculations apply.,,,
Mechanicalchaser,DARK,Machine,4,1850.0,800.0,A hunter that relentlessly pursues its target by order of the Machine King.,,,
Meda Bat,DARK,Fiend,2,800.0,400.0,"An eyeball fiend created by a servant of the wicked, it uses ""Dark Blasts"" to blow away its enemies.",,,
Mega Thunderball,WIND,Thunder,2,750.0,600.0,Rolls along the ground releasing bolts of electricity to attack its enemies.,,,
Megamorph,,Magic,,,,"If your Life Points are lower than your opponent's, the original ATK of a monster equipped with this card is doubled. If your Life Points are higher, the original ATK is halved.",Equip,,
Megasonic Eye,DARK,Machine,5,1500.0,1800.0,"Made of mysterious metal, this monster is a doomsday machine from the edge of the universe.",,,
Megazowler,EARTH,Dinosaur,6,1800.0,2000.0,Nothing stands in the way of this spike-covered dinosaur.,,,
Megirus Light,DARK,Fiend,3,900.0,600.0,The fatal beams from the eyes of this monster result in grim destruction.,,,
Melchid the Four-Face Beast,DARK,Fiend,4,1500.0,1200.0,This monster has four different masks for four different attacks.,,,
Meotoko,EARTH,Beast,2,700.0,600.0,A huge monster with a single eye that fires a deadly beam.,,,
Mesmeric Control,,Magic,,,,When this card is played your opponent cannot change the position of monsters during his/her next turn.,,,
Messenger of Peace,,Magic,,,,"You must pay 100 Life Points at each of your Standby Phases. If you cannot pay, this card is destroyed. All monsters with an ATK of 1500 points or more cannot attack.",Continuous,,
Metal Detector,,Trap,,,,You can activate this card when a Continuous Trap Card is activated. Negate all Continuous Trap Cards during the turn this card is activated.,,,
Metal Dragon,WIND,Machine  / Fusion,6,1850.0,1700.0,Steel Ogre Grotto #1 + Lesser Dragon,,,
Metal Fish,WATER,Machine,5,1600.0,1900.0,A metal fish with a razor-sharp caudal fin.,,,
Metal Guardian,DARK,Fiend,5,1150.0,2150.0,"A fiend guarding the treasures of the netherworld, it's most at home in the dark.",,,
Metalmorph,,Trap,,,,"After activation, this card is used to equip a face-up monster. The monster equipped with this card increases its ATK and DEF by 300 points. When attacking with a monster equipped with this card, you can further increase its ATK by an amount equal to half the ATK of your target.",Equip,,
Metalzoa,DARK,Machine  / Effect,8,3000.0,2300.0,"This monster is Special Summoned from the Deck to the field by offering ""Zoa"" equipped with ""Metalmorph"" as a Tribute.",,,
Meteor B. Dragon,FIRE,Dragon  / Fusion,8,3500.0,2000.0,Red-Eyes B. Dragon + Meteor Dragon,,,
Meteor Dragon,EARTH,Dragon,6,1800.0,2000.0,This dragon appeared from the heavens and crashed to earth.,,,
Michizure,,Trap,,,,You can activate this card when your monster is sent from the field to the Graveyard. Destroy 1 monster on the field.,,,
Midnight Fiend,DARK,Fiend,2,800.0,600.0,This monster only appears when a midnight tribute is made.,,,
Mikazukinoyaiba,DARK,Dragon,7,2200.0,2350.0,A dragon warrior of the moon armed with a crescent sword.,,,
Millennium Golem,EARTH,Rock,6,2000.0,2200.0,"For nearly a millennium, this golem has served as guardian of an ancient treasure trove.",,,
Millennium Shield,EARTH,Warrior,5,0.0,3000.0,"A Millennium item, it's rumored to block any strong attack.",,,
Milus Radiant,EARTH,Beast  / Effect,1,300.0,250.0,"As long as this card remains face-up on the field, increase the ATK of all EARTH monsters by 500 points and decrease the ATK of all WIND monsters by 400 points.",,,
Minar,EARTH,Insect  / Effect,3,850.0,750.0,"When this card is sent directly from your hand to the Graveyard by your opponent's card effect, inflict 1000 points of Direct Damage to your opponent's Life Points.",,,
Minomushi Warrior,EARTH,Rock,4,1300.0,1200.0,A rock warrior that wields a heavy blade carved from stone.,,,
Minor Goblin Official,,Trap,,,,You can activate this card when your opponent's Life Points are 3000 or less. Inflict 500 points of Direct Damage to your opponent's Life Points during each of his/her Standby Phases.,Continuous,,
Miracle Dig,,Magic,,,,"If 5 or more cards have been removed from play, 3 can be returned to the Graveyard.",,,
Mirror Force,,Trap,,,,"When an opponent's monster attacks, negate the attack and destroy all opponent's monsters in Attack Position.",,Limited,
Mirror Wall,,Trap,,,,"Decrease the ATK of all your opponent's attacking monsters by half. You must pay 2000 Life Points during each of your Standby Phases.  If you cannot, this card is destroyed.",Continuous,,
Misairuzame,WATER,Fish,5,1400.0,1600.0,A missile-launching fish protected by deadly spikes.,,,
Molten Destruction,,Magic,,,,Increases the ATK of all FIRE monsters by 500 points and decreases their DEF by 400 points.,Field,,
Mon Larvas,EARTH,Beast,4,1300.0,1400.0,"A further step in the evolutionary chain, it is much more powerful than Larvas.",,,
Monster Egg,EARTH,Warrior,3,600.0,900.0,A warrior hidden within an egg that attacks enemies by flinging eggshells.,,,
Monster Eye,DARK,Fiend  / Effect,1,250.0,350.0,"At the cost of 1000 Life Points, you can return ""Polymerization"" from the Graveyard to your hand.",,,
Monster Reborn,,Magic,,,,Select 1 Monster Card from either your opponent's or your own Graveyard and place it on the field under your control in Attack or Defense Position (face-up). This is considered a Special Summon.,,Limited,
Monster Recovery,,Magic,,,,"Select 1 of your own monsters on your side of the field and combine it with your Deck. At the same time, combine your hand and Deck together and shuffle the Deck. Draw the same number of cards that were in your hand from the shuffled Deck.",Quick-Play,,
Monster Tamer,EARTH,Warrior,5,1800.0,1600.0,A master of monsters that exercises control over several creatures.,,,
Monstrous Bird,WIND,Winged Beast,6,2000.0,1900.0,Few have set eyes on this dive-bombing bird and lived to tell the tale.,,,
Monsturtle,WATER,Aqua,3,800.0,1000.0,"Protected by a spiked shell, this turtle has a very nasty disposition.",,,
Moon Envoy,LIGHT,Warrior,4,1100.0,1000.0,Many have fallen victim to this lunar warrior's crescent pike.,,,
Mooyan Curry,,Magic,,,,Increase your Life Points by 200 points.,,,
Morinphen,DARK,Fiend,5,1550.0,1300.0,A strange fiend with long arms and razor-sharp talons.,,,
Morphing Jar,EARTH,Rock  / Effect,2,700.0,600.0,FLIP: Both you and your opponent discard your hands and draw 5 new cards from your respective Decks.,,Limited,
Morphing Jar #2,EARTH,Rock  / Effect,3,800.0,700.0,FLIP: Return all Monster Cards on the field to their respective Decks and shuffle them. You and your opponent then pick up cards until you both have the same number of Monster Cards (Level 4 or lower) that were returned to each Deck. Special Summon the monsters on the field in face-down Defense Position. Any other cards picked up are discarded to the Graveyard.,,,
Mother Grizzly,WATER,Beast-Warrior  / Effect,4,1400.0,1000.0,"When this card is sent to the Graveyard as a result of battle, you may select 1 WATER monster with an ATK of 1500 or less from your Deck and Special Summon it to the field in face-up Attack Position (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled.",,,
Mountain,,Magic,,,,"Increases the ATK and DEF of all Dragon, Winged Beast, and Thunder-Type monsters by 200 points.",Field,,
Mountain Warrior,EARTH,Beast-Warrior,3,600.0,1000.0,A tough warrior that can move smoothly on even the roughest terrain.,,,
Mr. Volcano,FIRE,Pyro,5,2100.0,1300.0,This seemingly mild-mannered creature has an extremely volatile temper.,,,
Muka Muka,EARTH,Rock  / Effect,2,600.0,300.0,Increase the ATK and DEF of this card by 300 points for every card in your hand.,,,
Multiply,,Magic,,,,"Offer 1 face-up ""Kuriboh"" as a Tribute. Place a ""Kuriboh Token"" (Fiend-Type/DARK/1 Star/ATK 300/DEF 200) in Defense Position on each open Monster Card Zone. These tokens cannot be used as Tribute Monsters.",Quick-Play,,
Muse-A,LIGHT,Fairy,3,850.0,900.0,A fairy of the arts that is unbeatable on the harp.,,,
Mushroom Man,EARTH,Plant,2,800.0,600.0,"Found in humid regions, this creature attacks enemies with a lethal rain of poison spores.",,,
Mushroom Man #2,EARTH,Warrior  / Effect,3,1250.0,800.0,A player controlling this monster loses 300 Life Points during each of his/her Standby Phases when this card is on the field. Control of this card is shifted to your opponent by paying 500 Life Points at your own End Phase.,,,
Musician King,LIGHT,Spellcaster  / Fusion,5,1750.0,1500.0,Witch of the Black Forest + Lady of Faith,,,
Mysterious Puppeteer,EARTH,Warrior  / Effect,4,1000.0,1500.0,"When the monster is summoned (excluding Special Summon), the Life Points of this card's owner increase by 500 points for each monster while this card is face-up on the field.",,,
Mystery Hand,DARK,Fiend,2,500.0,500.0,This monster twists reality and reaches between dimensions to attack its enemies.,,,
Mystic Box,,Magic,,,,Destroys 1 opponent's monster and grants control of 1 of your monsters on the field to your opponent.,,,
Mystic Clown,DARK,Fiend,4,1500.0,1000.0,Nothing can stop the mad attack of this powerful creature.,,,
Mystic Horseman,EARTH,Beast,4,1300.0,1550.0,"Half man and half horse, this monster is known for its extreme speed.",,,
Mystic Lamp,DARK,Spellcaster  / Effect,1,400.0,300.0,This monster may attack your opponent's Life Points directly.,,,
Mystic Plasma Zone,,Magic,,,,Increases the ATK of all DARK monsters by 500 points and decreases their DEF by 400 points.,Field,,
Mystic Probe,,Trap,,,,You can activate this card when a Continuous Magic Card is activated. Negate all Continuous Magic Cards during the turn this card is activated.,,,
Mystic Tomato,DARK,Plant  / Effect,4,1400.0,1100.0,"When this card is sent to the Graveyard as a result of battle, you may select 1 DARK monster with an ATK of 1500 or less from your Deck and Special Summon it to the field in face-up Attack Position (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled.",,,
Mystical Capture Chain,LIGHT,Fairy,2,700.0,700.0,"A mystical chain that binds enemies, rendering them immobile.",,,
Mystical Elf,LIGHT,Spellcaster,4,800.0,2000.0,"A delicate elf that lacks offense, but has a terrific defense backed by mystical power.",,,
Mystical Moon,,Magic,,,,A Beast-Warrior-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Mystical Refpanel,,Trap,,,,Transfer the effects of a Magic Card that targets 1 player to another player.,,,
Mystical Sand,EARTH,Rock  / Fusion,6,2100.0,1700.0,Giant Soldier of Stone + Ancient Elf,,,
Mystical Sheep #1,EARTH,Beast  / Effect,3,1150.0,900.0,You can substitute this card for any 1 Fusion-Material Monster. You cannot substitute for any other Fusion-Material Monsters in the current Fusion.,,,
Mystical Sheep #2,EARTH,Beast,3,800.0,1000.0,A monstrous sheep with a long tail for hypnotizing enemies.,,,
Mystical Space Typhoon,,Magic,,,,Destroy 1 Magic or Trap Card on the Field.,Quick-Play,,
Neck Hunter,DARK,Fiend,6,1750.0,1900.0,A fiend that wields a mean sickle and fires devastating beams from its eyes.,,,
Necrolancer the Timelord,DARK,Spellcaster,3,800.0,900.0,One-eyed Necrolancer leads an attack from a dimensional ring that can appear from nowhere.,,,
Needle Ball,DARK,Fiend  / Effect,2,750.0,700.0,FLIP: You can inflict 1000 points of Direct Damage to your opponent's Life Points at the cost of 2000 of your own Life Points.,,,
Needle Worm,EARTH,Insect  / Effect,2,750.0,600.0,FLIP: Discard 5 cards from the top of your opponent's Deck to his/her Graveyard.,,,
Negate Attack,,Trap,,,,"When your opponent attacks with a monster, all attacks are negated and your opponent's Battle Phase ends.",Counter,,
Nekogal #1,EARTH,Beast,3,1100.0,900.0,"Deceptively cute, this feline fairy has a set of fast and lethal claws.",,,
Nekogal #2,EARTH,Beast-Warrior,6,1900.0,2000.0,A fast and lethal creature with very dangerous claws.,,,
Nemuriko,DARK,Spellcaster,3,800.0,700.0,A child-like creature that controls a sleep fiend to beckon enemies into eternal slumber.,,,
Neo the Magic Swordsman,LIGHT,Spellcaster,4,1700.0,1000.0,"A dimensional drifter who not only practices sorcery, but is also a sword and martial arts master.",,,
Night Lizard,WATER,Aqua,4,1150.0,1300.0,A lizard warrior protected by a hide of very tough emerald scales.,,,
Nightmare Scorpion,EARTH,Insect,3,900.0,800.0,"A creature that generates nightmares to haunt an opponent, it attacks with four poisonous tails",,,
Nightmare's Steelcage,,Magic,,,,"For 2 of your opponent's turns, all monsters on the field cannot attack. Following the second turn, this card is destroyed.",,,
Nimble Momonga,EARTH,Beast  / Effect,2,1000.0,100.0,"When this card is sent to the Graveyard as a result of battle, increase your Life Points by 1000 points. You can also take cards of the same name from your Deck and Special Summon them to the field in face-down Defense Position. The Deck is then shuffled.",,,
Niwatori,EARTH,Winged Beast,3,900.0,800.0,Swallows enemies whole and uses their essence as energy.,,,
Nobleman of Crossout,,Magic,,,,"Destroy 1 face-down Monster Card and remove it from play. If the monster destroyed has a Flip Effect, both players must remove all Monster Cards of the same name from their respective Decks and remove them from play. The Decks are then shuffled.",,Semi-Limited,
Nobleman of Extermination,,Magic,,,,"Destroy 1 face-down Magic or Trap Card and remove it from play. If the card is a Trap Card, both players must remove all Trap Cards of the same name from their respective Decks and remove them from play. The Decks are then shuffled.",,,
Novox's Prayer,,Magic,,,,"This card is used to Ritual Summon ""Skull Guardian"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand.",Ritual,,
Numinous Healer,,Trap,,,,"You can activate this card when you take damage to your Life Points. Increase your Life Points by 1000 points. In addition, increase your Life Points by 500 points per card if there are additional ""Numinous Healer"" cards in the Graveyard.",,,
Nuvia the Wicked,DARK,Fiend  / Effect,4,2000.0,800.0,"This card can only be summoned by a Flip Summon. If summoned normally, it is destroyed. The ATK of this card is decreased by 200 points for each monster that your opponent controls on the field.",,,
Obese Marmot of Nefariousness,EARTH,Beast,3,750.0,800.0,An ill-mannered field mouse that will sink its fangs into anything.,,,
Octoberser,WATER,Aqua,5,1600.0,1400.0,"With the head of a fish and the legs of an octopus, this strange creature attacks enemies by flinging spears.",,,
Ocubeam,LIGHT,Fairy,5,1550.0,1650.0,"Frightening in appearance, this creature uses its large eyes and ears to keep track of any movement.",,,
Offerings to the Doomed,,Magic,,,,Destroys 1 face-up monster. Skip your next Draw Phase.,Quick-Play,,
Ogre of the Black Shadow,EARTH,Beast-Warrior,4,1200.0,1400.0,An ogre possessed by the powers of the dark. Few can withstand its rapid charge.,,,
One Who Hunts Souls,EARTH,Beast-Warrior,4,1100.0,1000.0,This dangerous creature brandishes a soul-sucking sword.,,,
One-Eyed Shield Dragon,WIND,Dragon,3,700.0,1300.0,"This dragon wears a shield not only for its own protection, but also for ramming its enemies.",,,
Oni Tank T-34,EARTH,Machine,4,1400.0,1700.0,An armored tank possessed by a fiend that will pursue enemies until they're crushed.,,,
Ooguchi,WATER,Aqua  / Effect,1,300.0,250.0,This monster may attack your opponent's Life Points directly.,,,
Ookazi,,Magic,,,,Decreases your opponent's Life Points by 800 points.,,,
Orion the Battle King,LIGHT,Fairy,5,1800.0,1500.0,None have lived to tell tales of this powerful battle fairy.,,,
Oscillo Hero,EARTH,Warrior,3,1250.0,700.0,A strange warrior from another dimension.,,,
Oscillo Hero #2,LIGHT,Thunder,3,1000.0,500.0,A creature that electrocutes opponents with bolts of lightning.,,,
Overdrive,EARTH,Machine,4,1600.0,1500.0,An all-terrain armored vehicle armed with a heavy-duty machine gun.,,,
Painful Choice,,Magic,,,,Select 5 cards from your Deck and show them to your opponent. Your opponent must select 1 card that will be added to your hand. Discard the remaining cards to the Graveyard.,,Limited,
Pale Beast,EARTH,Beast,4,1500.0,1200.0,"With skin tinged a bluish-white, this strange creature is a fearsome sight to behold.",,,
Panther Warrior,EARTH,Beast-Warrior  / Effect,4,2000.0,1600.0,This card cannot attack unless you offer 1 of your monsters on the field as a Tribute.,,,
Paralyzing Potion,,Magic,,,,A non Machine-Type monster equipped with this card cannot attack.,Equip,,
Parasite Paracide,EARTH,Insect  / Effect,2,500.0,300.0,"FLIP: Put this card face-up in your opponent's Deck and shuffle it. When your opponent draws this card, it is immediately Special Summoned on your opponent's side of the field face-up in Defense Position and inflicts 1000 points of Direct Damage to your opponent's Life Points. From this point, all face-up Monster Cards on your opponent's side of the field are treated as Insect-Type monsters as long as this card remains face-up on the field.",,,
Parrot Dragon,WIND,Dragon,5,2000.0,1300.0,A dragon from the cartoons that's more dangerous than it appears to be.,,,
Patrol Robo,EARTH,Machine  / Effect,3,1100.0,900.0,"During your Standby Phase, you can look at 1 face-down card that's been Set by your opponent as long as this card remains face-up on the field.",,,
Peacock,WIND,Winged Beast,5,1700.0,1500.0,A large peacock that launches its feathers in a lethal attack.,,,
Pendulum Machine,DARK,Machine,6,1750.0,2000.0,A horrible torture machine with a large pendulum blade.,,,
Pendulum Machine,DARK,Machine,6,1750.0,2000.0,A horrible torture machine with a large pendulum blade.,,,
Penguin Knight,WATER,Aqua  / Effect,3,900.0,800.0,"When this card is sent directly from your Deck to the Graveyard by an opponent's card effect, combine your Graveyard cards with your own Deck, shuffle them and form a new Deck.",,,
Penguin Soldier,WATER,Aqua  / Effect,2,750.0,500.0,FLIP: You can return up to 2 Monster Cards from the field to the owner's hand.,,,
Perfectly Ultimate Great Moth,EARTH,Insect  / Effect,8,3500.0,3000.0,"This monster is summoned by offering ""Petit Moth"" as a Tribute on the 6th of your turns after it has been equipped with ""Cocoon of Evolution"".",,,
Performance of Sword,EARTH,Warrior  / Ritual,6,1950.0,1850.0,"This monster can only be Ritual Summoned with the Ritual Magic Card, ""Commencement Dance"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",,,
Petit Angel,LIGHT,Fairy,3,600.0,900.0,A quick-moving and tiny fairy that's very difficult to hit.,,,
Petit Dragon,WIND,Dragon,2,600.0,700.0,A very small dragon known for its vicious attacks.,,,
Petit Moth,EARTH,Insect,1,300.0,200.0,This small but deadly creature is better off avoided.,,,
Phantom Dewan,DARK,Spellcaster,2,700.0,600.0,A sorcerer that can paralyze an enemy with a single curse.,,,
Phantom Ghost,DARK,Zombie,2,600.0,800.0,A vengeful spirit made up of many restless souls.,,,
Polymerization,,Magic,,,,Fuses 2 or more Fusion-Material Monsters to form a new Fusion Monster.,,,
Polymerization,,Magic,,,,Fuses 2 or more Fusion-Material Monsters to form a new Fusion Monster.,,,
Pot of Greed,,Magic,,,,Draw 2 cards from your Deck.,,Limited,
Pot the Trick,EARTH,Rock,2,400.0,400.0,"A not-so-powerful servant, he is a errand boy of a master sorcerer.",,,
Power of Kaishin,,Magic,,,,An Aqua-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Pragtical,EARTH,Dinosaur  / Fusion,5,1900.0,1500.0,Trakadon + Flame Viper,,,
Premature Burial,,Magic,,,,"Pay 800 Life Points. Select 1 Monster Card from your Graveyard, Special Summon it on the field in face-up Attack Position, and equip it with this card. When this card is destroyed, the monster is also destroyed.",Equip,Limited,
Prevent Rat,EARTH,Beast,4,500.0,2000.0,This creature is shielded with a tough hide of hair and is excellent at defending itself.,,,
Princess of Tsurugi,WIND,Warrior  / Effect,3,900.0,700.0,FLIP: Inflicts 500 points of Direct Damage to your opponent's Life Points for each Magic and Trap Card your opponent has on the field.,,,
Prisman,LIGHT,Rock,3,800.0,1000.0,This crystalline monster filters light to create a lethal laser.,,,
Prohibition,,Magic,,,,"When you play this card, declare the name of 1 card. As long as this card remains on the field, the declared card cannot be played.",Continuous,,
Protector of the Throne,EARTH,Warrior,4,800.0,1500.0,"While the king is away, this queen protects his throne with a mighty defense.",,,
Psychic Kappa,WATER,Aqua,2,400.0,1000.0,An amphibian with a myriad of powers to shield it from enemy attacks.,,,
Pumpking the King of Ghosts,DARK,Zombie  / Effect,6,1800.0,2000.0,"If ""Castle of Dark Illusions"" is face-up on the field, increase the ATK and DEF of this card by 100 points. As long as this ""Castle of Dark Illusions"" remains face-up on the field, the ATK and DEF of this card continues to increase by 100 points during each of your Standby Phases. This effect continues until your 4th turn after the card is activated.",,,
Punished Eagle,WIND,Winged Beast  / Fusion,6,2100.0,1800.0,Blue-Winged Crown + Niwatori,,,
Queen Bird,WIND,Winged Beast,5,1200.0,2000.0,This monster attacks enemies using its huge beak.,,,
Queen of Autumn Leaves,EARTH,Plant,5,1800.0,1500.0,"Queen of the Emerald Forest and wife of the Spirit King, she lives surrounded by vivid red leaves.",,,
Queen's Double,EARTH,Warrior  / Effect,1,350.0,300.0,This monster may attack your opponent's Life Points directly.,,,
Rabid Horseman,EARTH,Beast-Warrior  / Fusion,6,2000.0,1700.0,Battle Ox + Mystic Horseman,,,
Raigeki,,Magic,,,,Destroys all of your opponent's monsters on the field.,,Limited,
Raimei,,Magic,,,,Decrease your opponent's Life Points by 300 points.,,,
Rain of Mercy,,Magic,,,,Increases the Life Points of both players by 1000 points.,,,
Rainbow Flower,EARTH,Plant  / Effect,2,400.0,500.0,This monster may attack your opponent's Life Points directly.,,,
Rainbow Marine Mermaid,WATER,Fish,5,1550.0,1700.0,An unusual mermaid that appears whenever a rainbow stretches across the sky.,,,
Raise Body Heat,,Magic,,,,A Dinosaur-Type monster equipped with this card increases its ATK and DEF by 300 points.,Equip,,
Rare Fish,WATER,Fish  / Fusion,4,1500.0,1200.0,Fusionist + Enchanting Mermaid,,,
Ray & Temperature,LIGHT,Fairy,3,1000.0,1000.0,The Sun and the North Wind join hands to deliver a devastating combination of heat and gale-force winds.,,,
Reaper of the Cards,DARK,Fiend  / Effect,5,1380.0,1930.0,"FLIP: Destroys 1 Trap Card on the field. If this card's target is face-down, flip it face-up. If the card is a Trap Card, it is destroyed. If not, it is returned to its face-down position. The flipped card is not activated.",,,
Red Archery Girl,WATER,Aqua,4,1400.0,1500.0,"A mermaid archer that hides in a protective shell, waiting for the right moment to strike.",,,
Red Medicine,,Magic,,,,Increases your Life Points by 500 points.,,,
Red-Eyes B. Dragon,DARK,Dragon,7,2400.0,2000.0,A ferocious dragon with a deadly attack.,,,
Red-Eyes Black Metal Dragon,DARK,Machine  / Effect,8,2800.0,2400.0,"This card can only be Special Summoned from the Deck to the field by offering ""Red-Eyes B. Dragon"" equipped with ""Metalmorph"" as a Tribute. Your Deck is then shuffled.",,,
Red-Moon Baby,DARK,Zombie  / Effect,3,700.0,1000.0,A monster destroyed by this card can be Special Summoned in face-up Attack or Defense Position at the end of the Battle Phase to your side of the field.,,,
Reinforcements,,Trap,,,,Increase a selected monster's ATK by 500 points during the turn this card is activated.,,,
Relinquished,DARK,Spellcaster  / Ritual / Effect,1,0.0,0.0,"This monster can take on the ATK and DEF of 1 opponent's monster on the field (a face-down monster results in an ATK and DEF of 0). Treat the selected monster as an Equip Magic Card and use it to equip ""Relinquished"". You may use this effect only once per turn and can equip ""Relinquished"" with only 1 monster at a time. When your opponent's monster attacks this monster with an ATK higher than ""Relinquished"", the equipped monster is destroyed instead of ""Relinquished"". Any Life Point damage you receive from the attacking monster when ""Relinquished"" is equipped is also inflicted on your opponent.",,,
Remove Trap,,Magic,,,,Destroys 1 face-up Trap Card on the field.,,,
Respect Play,,Trap,,,,"During their respective turns, each player must show their opponent their hand.",Continuous,,
Restructer Revolution,,Magic,,,,Inflict 200 points of damage to your opponent's Life Points for each card in your opponent's hand.,,,
Resurrection of Chakra,,Magic,,,,"This card is used to summon ""Chakra"". You must also offer monsters whose total Level stars equal 7 or more as a Tribute from the field or your hand.",Ritual,,
Return of the Doomed,,Magic,,,,Select 1 Monster Card from your hand and discard it to the Graveyard. 1 monster destroyed this turn as a result of battle is returned to your hand.,,,
Reverse Trap,,Trap,,,,All increases and decreases to ATK and DEF are reversed for the turn in which this card is activated.,,,
Revival Jam,WATER,Aqua  / Effect,4,1500.0,500.0,"When this card is sent to the Graveyard as a result of battle, you can Special Summon this card at your next Standby Phase by paying 1000 Life Points. Place it on the field in face-up Defense Position. The card must remain in this position until your following turn.",,,
Revival of Dokurorider,,Magic,,,,"This card is used to summon ""Dokurorider"". You must also offer monsters whose total Level stars equal 6 or more as a Tribute from the field or your hand.",Ritual,,
Rhaimundos of the Red Sword,EARTH,Warrior,4,1200.0,1300.0,"Armed with the Sword of Crimson Flames, this warrior can bind a monster with fiery restraints.",,,
Right Arm of the Forbidden One,DARK,Spellcaster,1,200.0,300.0,A forbidden right arm sealed by magic. Whosoever breaks this seal will know infinite power.,,Limited,
Right Leg of the Forbidden One,DARK,Spellcaster,1,200.0,300.0,A forbidden right leg sealed by magic. Whosoever breaks this seal will know infinite power.,,Limited,
Riryoku,,Magic,,,,"During your turn, you can reduce the ATK of 1 monster by half and add that amount to the ATK of another monster on the field.",,,
Riryoku Field,,Trap,,,,Negates the activation of 1 Magic Card targeting 1 monster. The Magic Card is destroyed.,Counter,,
Rising Air Current,,Magic,,,,Increases the ATK of all WIND monsters by 500 points and decreases their DEF by 400 points.,Field,,
Roaring Ocean Snake,WATER,Aqua  / Fusion,6,2100.0,1800.0,Mystic Lamp + Hyosube,,,
Robbin' Goblin,,Trap,,,,"Each time 1 of your monsters inflicts damage to your opponent's Life Points, 1 card is randomly selected from your opponent's hand and discarded to the Graveyard.",Continuous,,
Rock Ogre Grotto #1,EARTH,Rock,3,800.0,1200.0,"Protected by a solid body of rock, this monster throws a bone-shattering punch.",,,
Rock Ogre Grotto #2,EARTH,Rock,3,700.0,1400.0,"A golem formed by boulders, this monster turns its enemies to stone and crushes them to dust.",,,
Rock Spirit,EARTH,Spellcaster,5,1650.0,1900.0,"Although it looks weak, this monster is one of the more powerful boulder spirits.",,,
Rocket Warrior,LIGHT,Warrior  / Effect,4,1500.0,1300.0,The effect of this card can only be applied during the Battle Phase of your own turn. Any damage this monster takes is reduced to 0. Any monster attacked by this card has its ATK decreased by 500 points until the end of that turn.,,,
Rogue Doll,LIGHT,Spellcaster,4,1600.0,1000.0,"A deadly doll gifted with mystical power, it is particularly powerful when attacking against dark forces.",,,
Root Water,WATER,Fish,3,900.0,800.0,An amphibian capable of calling up a massive tidal wave from the dark seas to wipe out enemy monsters.,,,
Rose Spectre of Dunn,DARK,Plant  / Fusion,6,2000.0,1800.0,Feral Imp + Snakeyashi,,,
Royal Command,,Trap,,,,Negates the activation and the effect of all Flip Effect monsters.,Continuous,,
Royal Decree,,Trap,,,,"As long as this card remains face-up on the field, the effects of all Trap Cards except this one are deactivated.",Continuous,,
Royal Guard,EARTH,Machine,6,1900.0,2200.0,A mechanized soldier created to protect royalty.,,,
Rude Kaiser,EARTH,Beast-Warrior,5,1800.0,1600.0,"With an axe in each hand, this monster delivers heavy damage.",,,
Rush Recklessly,,Magic,,,,"During the turn this card is activated, increase 1 monster's ATK by 700 points.",Quick-Play,,
Ryu-Kishin,DARK,Fiend,3,1000.0,500.0,A very elusive creature that looks like a harmless statue until it attacks.,,,
Ryu-Kishin Powered,DARK,Fiend,4,1600.0,1200.0,A gargoyle enhanced by the powers of darkness. Very sharp talons make it a worthy opponent.,,,
Ryu-Ran,FIRE,Dragon,7,2200.0,2600.0,A vicious little dragon sheltered in an egg that looks deceptively harmless.,,,
Saber Slasher,DARK,Machine,5,1450.0,1500.0,A lethal engine of destruction that wields a well-honed blade.,,,
Saggi the Dark Clown,DARK,Spellcaster,3,600.0,1500.0,This clown appears from nowhere and executes very strange moves to avoid enemy attacks.,,,
Salamandra,,Magic,,,,A FIRE monster equipped with this card increases its ATK by 700 points.,Equip,,
Sand Stone,EARTH,Rock,5,1300.0,1600.0,"Appears from underground and attacks with long, snake-like tentacles.",,,
Sanga of the Thunder,LIGHT,Thunder  / Effect,7,2600.0,2200.0,Reduce the ATK of an opponent's monster attacking this card to 0. This effect can be used only once. The card's owner chooses when to activate this effect.,,,
